JobTitle,Company,Location,Summary,Salary
Senior Systems Analyst,Aspire Systems,"Chennai, Tamil Nadu","Analyze, understand, and gather project requirements from business and technical perspectives; Aspire Systems, Inc. has an opening for a Senior Systems Analyst…",
Lead Software Engineer / Associate Architect - Platform Engineering (Salesforce),Icertis,"Pune, Maharashtra",Learn and understand the end-to-end business processes to ensure delivered solutions solve root cause and meet customer requirements.,
Data and Geospatial Analyst II,Catholic Relief Services,Uttar Pradesh,Good understanding of business analysis and business process mapping (using industry standards); ability to capture as-is and to-be business models.,
Senior Salesforce Development Engineer,Microchip Technology,Karnataka,Can communicate with Information Services peers and business users regarding business requirements and translate requirements into technical designs.,
Salesforce Developer,Cybage Software Private Limited,"Pune, Maharashtra","Collaborate with business analysts and business owners on overall project objectives, understand business requirements, architect, design, develop, test and…",
Assistant Manager / Manager - Finance,"Rimini Street, Inc.","Hyderabad, Telangana","Review and approve all business expense reports and all vendor invoices. The company is widely recognized by clients, leading industry analysts (including…",
Senior Engineer I,American Express,"Bengaluru, Karnataka",Analyze and identify gaps in functional/business requirement and should be able to effectively communicate with both Business and Functional analysts on the…,
"Senior, Project Success Analyst",Lucid,"Gurgaon, Haryana","Collaborate with the account team, business development and resource management teams as necessary to achieve team goals. An innate sense of accountability.",
Global Sales Policy: Analyst - New Accounts,Salesforce,"Bengaluru, Karnataka",At Salesforce we believe that the business of business is to improve the state of our world. Bachelor or equivalent in a business or policy-related discipline.,
Sr. MDM Integrations and Operations Engineer,Workday,India,"Work closely with solution architect, business analysts, product owners to understand data and business process and work on development activities.",
"Tax Analyst, Transfer Pricing",Salesforce,"Hyderabad, Telangana",At Salesforce we believe that the business of business is to improve the state of our world. Assist with annual functional analysis interviews with business…,
JIRA Developer,"Rimini Street, Inc.","Hyderabad, Telangana",Perform root cause analysis and provide business and technical solutions for application errors. Respond to production issues/emergencies during business hours…,
Senior Salesforce Developer,Epicor Software Corporation,"Bengaluru, Karnataka",Work with business units to. Integrations to other business applications. Work with business units to. Technology leader dedicated to helping businesses drive…,
CIEL/SEL/16624: Sr IT Business System Analyst - Salesforoce,CIEL HR Services,"Hyderabad, Telangana","Individuals in this role will gather business requirements, collaborate with other analysts and technical teams to translate them into technical requirements.",
ANALYST DIGITAL MKTG & SOCIAL MEDIA II,TE Connectivity,"Bengaluru, Karnataka","Ability to influence internal business partners with whom no direct reporting relationship exists. They design and maintain relevant portions of TE.com,…",
Sales Ops,Whatfix,"Bengaluru, Karnataka",Identify opportunities to improve business processes; generate business requirements document and work cross-functionally to define and deliver process…,
Finance Systems Team Lead,YouGov,"Mumbai, Maharashtra",Understanding of accounting procedures and business processes. You understand modern cloud data platforms as well as products and trends in business analytics.,
Senior Application Associate - Financial Modeling,S&P Global,"Hyderabad, Telangana","However, based on changing business requirements, you may be required to work in morning, evening & night shift. This is a general shift role.",
After Sales – Supply Chain Analyst,NEXTracker,"Hyderabad, Telangana","Partners with stakeholders to identify/implement opportunities for business process improvement to effectively manage costs, integrate new and existing…",
Data Analyst - Wilco Source Technology - Hyderabad / Chennai,Wilco Source Technologies Private Limited,"Chennai, Tamil Nadu",Must maintain sufficient business and technical. And deployment of business requirements to information systems. The ideal candidate will demonstrate strong.,
Salesforce Software Configuration Mgmt Developer-1,IHS Markit,"Gurgaon, Haryana",Understanding of business processes and ability to translate business requirements into application functionality. Providing 24*7 support to internal users.,
eCommerce Systems Analyst,Vipany Group,"Bengaluru, Karnataka","3-5+ years working in an ecommerce environment preferably as a business systems analyst, or solution architect. Experience working with Jira and Confluence.",
Application Support Engineer 4 - Salesforce,MINDBODY,"Pune, Maharashtra",Excellent understanding of IT business processes. Configure various applications to meet business requirements. Connecting the world to wellness.,
Salesforce SFDC Developer,Sophus It Solutions LLC,"Bengaluru, Karnataka",Excellent communication and be able to coordinate with and get Knowledge Transition from Onsite (USA-based) salesforce development teams; and interact with IT…,
"Campaign Manager, Media Trading",iSOCRATES,"Mysore, Karnataka",Mentor junior Adops analyst and campaign managers. The Company has two lines of business: Employer: iSOCRATES MAdTech Private Limited.,
Tableau Product Analyst (Governance) / Sr Tableau Product Analyst (Governance),Salesforce,"Hyderabad, Telangana",At Salesforce we believe that the business of business is to improve the state of our world. Moves quickly and adapts to changing business constraints.,
"Analyst, QA",Hudson's Bay Company,"Bengaluru, Karnataka",Good experience in website testing on salesforce e-commerce cloud or similar platforms. Should be well versed with domain knowledge around B2C business to…,
Nextracker - Sales Analyst,NEXTracker,"Hyderabad, Telangana",MBA or advanced degree in a business or technical field. It's a core part of our business and our operations. Please click here to be redirected to the internal…,
Revenue Operations Analyst,Oracle,"Bengaluru, Karnataka",Provides business practices and processes. This function is equal parts revenue operations and business process. Day-to-day you will:,
Salesforce Sr Developer,RevGurus,"Swargate, Pune, Maharashtra","Collaborate proactively with functional users and analysts, to translate business and integration requirements into configurable component designs and solutions…",
Business Development Representative,Infrrd,"Bengaluru, Karnataka",Conduct high-level conversations with Senior Executives in target accounts to understand business requirements and fit. Let's talk about the don'ts first.,
Technical Support Engineer,Xactly Corporation,"Bengaluru, Karnataka",We address a critical business need: to incentivize employees and align their behaviors with company goals. Xactly Corporation was founded to solve an important…,
"Data Analyst, Growth",AlphaSense,"Pune, Maharashtra",Scale data's impact by onboarding business users to Looker. You possess a deep curiosity and tenacity to understand data and business questions.,
Marketing Manager - India,AVEVA,"Mumbai, Maharashtra","This role is responsible for both Direct business and Partner business Marketing. Owns the India marketing initiatives – short-, mid-, long term plan, that is…",
Senior Data Management Analyst,"FireEye, Inc.","Bengaluru, Karnataka",Flexible to working in shifts and extended working hours per business requirements. Work with different teams of the Sales Operations organization to support…,
Technical Analyst (PV Applications),Vitrana,"Bengaluru, Karnataka","Design, build and configure applications to meet business process and application requirements. Translating and executing business requirements of client into…",
"Associate, Resource Management Office",Coupa,"Pune, Maharashtra","At Coupa, we have a strong and innovative team dedicated to improving the spend management processes of today’s dynamic businesses.",
Digital Data & Identity - Business Process Architect,Colgate-Palmolive,"Mumbai, Maharashtra","Support day to day business requirements according to global SLA. For more information about Colgate’s global business, visit the Company’s web site at http:/…",
Senior Program Manager - India,BMC Software,"Pune, Maharashtra","Researching and leverage secondary sources of data as needed, including industry analyst data, financial analyst data, competitive data, etc.",
"Sr. Data Engineering Analyst - SSIS ETL, SQL Server - Hyderabad",UnitedHealth Group,"Hyderabad, Telangana",Ability and willing to work outside normal business hours dependent on critical issues. Experience performing root cause analysis on internal and external data…,
"Sr Analyst, IT (Salesforce + Einstein Analytics / DocuSign CLM)",Syneos Health Clinical,"Madhapur, Hyderabad, Telangana","Analyze business processes, configuring CRM out of the box features and custom solutions for specific business needs. Must have strong Sales cloud experience.",
Salesforce Feature Analyst,Intellibee Inc,"Bengaluru, Karnataka",Do you have a minimum of 3 salesforce certifications? Job Title: *Salesforce Feature Analyst. Minimum work experience: 5+ years of work experience in IT.,
"Director, Product Management",Salesforce,"Bengaluru, Karnataka","At Salesforce we believe that the business of business is to improve the state of our world. Industries Cloud is a rapidly growing, strategic business for…",
Account Executive Enterprise,Salesforce,"Mumbai, Maharashtra",At Salesforce we believe that the business of business is to improve the state of our world. Engage with prospect organizations to position Salesforce solutions…,
"Specialist, Marketing operations",S&P Global,"Ahmedabad, Gujarat",Willingness to work in rotational shifts as per business requirement. A chance to expand your business intelligence by learning how SPGMI impacts clients’ lives…,
Business Analyst - Pricing Analytics,Genpact,"Bengaluru, Karnataka","Understanding of financial business metrics. Highly analytical: natural aptitude at gathering, analyzing and demonstrating large data sets to make key business…",
Lead Member of Technical Staff,Athenahealth,"Bengaluru, Karnataka","Design and develop solutions that best leverage the Salesforce platform to support critical business functions and meet project objectives, business…",
Development Manager SFDC,Silverline India,"Bengaluru, Karnataka",Experience in investigating cross-functional business processes and envision the possibility of new or optimized business needs. Come be a part of our team!,
Senior Software Engineer - Salesforce,DMI,"Delhi, Delhi","Strong presentation ability, communication skills, and business ethics. DMI has grown to 2,000+ employees globally and has been continually recognized by top…",
Saas Manager - SFDC Delivery,Nutanix,"Bengaluru, Karnataka","Responsible for developing in Apex, Rest/Soap APIs, and other technologies to build customized solutions that support business requirements and drive key…",
"Compensation Specialist, International Programs",Salesforce,"Hyderabad, Telangana",At Salesforce we believe that the business of business is to improve the state of our world. Undertake system testing and training to ES and wider business for…,
Tax Analyst – US income tax compliance,Salesforce,"Hyderabad, Telangana",At Salesforce we believe that the business of business is to improve the state of our world. This position will assist with the preparation of U.S. Federal and…,
Senior Operations Analyst,Zenoti,"Hyderabad, Telangana","Bachelor’s degree with MBA from a reputed business school OR relevant work experience as an operations analyst. Hey, you want to look and feel your best, right?",
BI Consultant,Inexoft Technologies,"Cannanore, Kerala","Strong understanding of SaS business model – and relevant KPIs across entire business (sales, marketing, support, deployment, product, etc).",
CN - Strategy - MC - Comms & Media - 09,Accenture,"Bengaluru, Karnataka","Grow your career and experience a stimulating, fast-paced environment working with prestigious clients on diverse projects to solve significant business…",
Software Engineer,WELLS FARGO BANK,"Hyderabad, Telangana",Interface with business analysts and technical staff and be responsible for delivering complete work products. Help us build a better Wells Fargo.,
Product Marketing Analyst,Gainsight,"Bengaluru, Karnataka","Strategic thinker and ability to assess the holistic impact of potential trends to the business. Gainsight™ is a venture-backed, fast-growing tech company…",
Business Development Executive,TRooTech Business Solutions,"Ahmedabad, Gujarat","Backend – Python, Java, PHP, Node.js. Frontend – React.js, Angular, Vue.js, Javascript, HTML, CSS. Mobile Apps – Native Android (Java / Kotlin), Native iOS …",
"Senior Data Engineer Bangalore, Karnataka",VMware,"Bengaluru, Karnataka",Maintain an understanding of the data creating business processes. Understand business KPIs and the definitions used in reporting on them.,
Quality Assurance Lead,Solunus,"Hyderabad, Telangana","Solunus, a North-American based Salesforce Partner, prepares businesses for their next-generation customers. Position: Quality Assurance Lead – Full Time – 5-8…",
Salesforce Solution Architect,Prodapt SA,"Bengaluru, Karnataka",Some experience of with working with senior level business stakeholders. Liaison with IT Managers for Estimated cost and prepare business cases for IT solutions…,
Salesforce DevOps Engineer,ST Strategy & Technology,"Bengaluru, Karnataka",Collaborates with QA analysts and software developers to find solutions. Nokia is a global leader in the technologies that connect people and things.,
Data Quality Engineer,Avalara,"Pune, Maharashtra",Lead the effort to build effective Data quality dashboards that inform business units across the company. Two to four years of industry experience including…,
Program Manager(non Technical) 2,Xactly Corporation,"Bengaluru, Karnataka","2+ years of experience in project management or business operations. Bachelor’s in business management or related field preferred. WITHIN ONE MONTH, YOU’LL:",
Principal BA,RELX Group,"Chennai, Tamil Nadu",10+ years of IT business analyst experience. Conduct business process analyses and business needs/requirements elicitation in an effort to align information…,
Assistant Vice President Business Devolopment Services,Klaus It Solutions Private Limited,"Bengaluru, Karnataka","Strong orientation towards business development. O Working directly with clients and senior professionals across business development value chain including, but…",
SFDC Architect,CIGNEX Datamatics,"Bengaluru, Karnataka","Contribute to analyst citations - surveys, citations development, presentations. Translate business requirements into well-architected solutions that best…",
Lead Software Engineer – Salesforce developer,Enquero Inc,"Hyderabad, Telangana","Collaborate with leaders, business analysts, project managers, IT architects, technical leads and other developers, along with internal and external customers,…",
Architect,Prodapt SA,"Chennai, Tamil Nadu",Liaison with IT Managers for Estimated cost and prepare business cases for IT solutions. Its business consulting team provides Six Sigma process improvement and…,
Lead Developer-Salesforce,Advance Auto Parts,"Hyderabad, Telangana",Experience integrating salesforce with 3rd party systems using SOAP/REST web services and app exchange apps. Join the ORGANIZATION'S Team and start reimagining…,
CRM Solutions Developer,Pall,Maharashtra,Develop and maintain salesforce application. This role will collaborate closely with analyst and technical team to ensure that the system accurately meets the…,
CIEL/SEL/15164: Business Analyst,CIEL HR Services,"Bengaluru, Karnataka","Support activities on Salesforce application (Sales Cloud, Analytics, Pardot modules + specific developments made on the Salesforce platform (Pricematrix).",
DATA ANALYST – TABLEAU,Encora Innovation Labs India Private Limited,"Bengaluru, Karnataka","Functional knowledge of Pricing, Deal Management & Finance business models and related metrics is preferred. 9+ years of experience in business analysis, report…",
"Data Developer, Marketing Automation (Datorama)",Traction on Demand,"Jaipur, Rajasthan",Execute all business rules according to requirements. Ability to understand high-level business requirements and elicit detailed requirements.,
Lead SFDC,Sigma Allied Services Private Limited,"Hyderabad, Telangana",Analyze and identify gaps in functional/business requirements and should be able to effectively communicate this to both Business and Functional analysts.,
Analyst - Cloud Upgrade Services,Calypso,"Mumbai, Maharashtra","We are seeking a Cloud services analyst to join our Upgrade Services Team in Mumbai. Thus, helping to differentiate Calypso and contributing to the growth of…",
Manual QA Lead,Vymo,"Bengaluru, Karnataka","You will participate in product and feature design with developers, product managers, and business systems analysts. A Day in your Life.",
Associate - Projects,Cognizant,"Bengaluru, Karnataka","Perform task estimation,guide the service analyst on estimation. Our unique industry-based, consultative approach helps clients envision, build and run more…",
Application Support Engg - Finance,MINDBODY,"Pune, Maharashtra",Excellent understanding of IT business processes. Management of integrations between business systems. 3+ years of overall experience in business systems.,
Oracle Finance Technical Consultant,Huron Consulting Group Inc.,"Bengaluru, Karnataka","Experience in understanding business requirements and design technical deliverables. Our expertise in full-service enterprise performance management (EPM),…",
Data Engineer,Autodesk,"Bengaluru, Karnataka",Translate deeply technical designs into business appropriate representations as well as analyze business needs and requirements ensuring implementation of data…,
Financial Force Helpdesk Analyst,Novotech,"Bengaluru, Karnataka","You will focus on Level 1 and Level 2 activities, supporting complex business processes that require both technical and business insight.",
Enterprise Account Executive,Anaplan,"Mumbai Central, Mumbai, Maharashtra","CEOs, analysts, and the press agree—Anaplan is changing the way the world does business. Building and defending Anaplan's business value throughout the selling…",
"Analyst, Sales Commissions",Qualys,"Pune, Maharashtra","A superior problem solver, possessing the initiative to look into the details and interpret the impact of key business drivers.",
Support Engineer - Pardot,Salesforce,"Hyderabad, Telangana","At Salesforce we believe that the business of business is to improve the state of our world. To get the best candidate experience, please consider applying for…",
Sr Financial Analyst - Sales Finance,skilora,Remote,"ActiveCampaign’s category-defining Customer Experience Automation Platform helps over 100,000 businesses in 170 countries meaningfully engage with their…",
Security Response Analyst,Salesforce,"Hyderabad, Telangana","At Salesforce we believe that the business of business is to improve the state of our world. Strong communication, business analysis and visualization skills;…",
Lead - Onboarding Specialist,freshworks,"Chennai, Tamil Nadu","Capable of working on a cross-functional team to solve business & tech problems. Preferable - Knowledge of SaaS business model, SaaS technologies, and related…",
R0012683 Senior Enterprise Software Engineer (SFDC),Wolters Kluwer,"Kalyani Nagar, Pune, Maharashtra","The Enterprise Software Engineer for SFDC works with various business partners, projects managers, functional analysts, system analysts, quality assurance and…",
Lead I - Enterprise Solutions,UST Global Singapore Pte Limited,"Noida, Uttar Pradesh","Net is highly preferred • Candidate should have strong hands-on experience in Apex/Visualforce and Lightning coding, and in Salesforce administration,…",
QA Tester,TRooTech Business Solutions,"Ahmedabad, Gujarat",Test current products and identifying deficiencies. Suggest solutions to identified product problems. Investigate product quality in order to make improvements…,
"Data Analyst AI Based search engine company Baner,Pune",Seventh Contact Hiring Solutions,"Pune, Maharashtra",Scale data's impact by onboarding business users to Looker. Be a key data owner for a strategic pillar of our business. Good to have tool: Tableau /Looker.,
Associate E Marketing Consultant/Analyst,Rightwave Infosolutions Private Limited,"Dehra Dun, Uttarakhand","Improve internal business customer service processes. Creation and implementation of e-marketing campaigns on various Marketing Automation platforms (RW,…","₹2,29,999 - ₹2,50,000 a year"
"Senior Analyst, QA",Hudson's Bay Company,"Bengaluru, Karnataka",Good experience in website testing on salesforce e-commerce cloud or similar platforms. Should be well versed with domain knowledge around B2C business to…,
Sr SFDC Developer_Bangalore,Kaizen SRA Technologies Private Limited,"Bengaluru, Karnataka",Please share your resume and details on fitment: ONLY LOCAL CANDIDATES NEED TO APPLY. 4 + years of experience in Salesforce.com platform.,"₹8,00,000 - ₹16,00,000 a year"
Senior QA Automation Engineer,Infoblox,"Bengaluru, Karnataka","Collaborate with program managers, business analysts, and business teams to gather test requirement, define test plan, design test cases and automated tests,…",
"Senior Manager, Customer Success",skilora,Remote,"You have a mix of relationship management business and technical skills. TELECOMMUTE LOCATION: Remote, United States. Improve the end-to-end customer lifecycle.",
"Sr. Developer, Global Service Delivery Innovation","Rimini Street, Inc.","Hyderabad, Telangana","Must have designed business applications for service industry. The company is widely recognized by clients, leading industry analysts (including Gartner,…",
Delivery Analyst-TLM Services,EPAY Systems,"Noida, Uttar Pradesh","EPAY Systems provides a seamless, cloud-based human capital management platform offering applicant tracking and recruiting, human resource management, benefits…",
Quality Assurance Lead,Cervello Inc,"Bengaluru, Karnataka","Cervello is looking for a Senior Business Analyst/Quality Assurance Lead to join our growing team. Qualified applicants have hands-on QA expertise, ability to…",
ETX Software Engineer,PayPal,"Chennai, Tamil Nadu",Partner with business representatives and business analysts to understand their needs. You will also work to understand other business processes internally and…,
Product Owner,Autodesk,"Bengaluru, Karnataka","This person will partner with Autodesk business functions to gather, understand, and define business requirements for value-added solutions.",
Opportunity in Workday,ICS Consultancy Services,"Chennai, Tamil Nadu",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
"Director, Core Engineer- Collaboration",S&P Global,"Hyderabad, Telangana",Work closely with business stakeholders to understand business requirements and identification of new uses cases. What We’re Looking For: Posted On: 2021-01-12.,
CIEL/SEL/16820: Senior IT Business Systems Analyst (SAP Commissions),CIEL HR Services,"Hyderabad, Telangana","Ø Highly skilled in Business Analysis Planning & Methods: Creating data flow diagrams, applying business analysis to IT projects, Agile teams, business…",
Salesforce Technical Architecture Jobs in Bengaluru,ICS Consultancy Services,"Pune, Maharashtra",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
Strategic Engagement Manager,Gainsight,"Hyderabad, Telangana","10+ years of experience in professional services, management consulting, customer success, business analyst, or another client-facing role.",
Salesforce Consultant,Diabsolut Inc.,"Bengaluru, Karnataka","Assisting customer with configuring the application functionality to meet customer’s business objectives. At Diabsolut Inc., each employee plays a large role in…",
Urgent Opening Workday,ICS Consultancy Services,"Chennai, Tamil Nadu",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
Sr. Associate - Marketing Analytics,Unisys,"Bengaluru, Karnataka"," Familiarity with visualization methods and dashboard tools or modern business intelligence tools (i.e., Tableau). At Unisys, we believe in better!",
Vice President - Campaign Delivery,Citi,"Bengaluru, Karnataka","Strong capabilities on senior management interactions, cross-business data management, and technology support teams to drive business goals.",
Director - Enterprise Sales,Icertis,"Pune, Maharashtra",Bachelor degree in business or equivalent experience. Experience selling into enterprise accounts and managing business pipeline and revenue forecasts.,
Oracle CPQ Architect,Thermo Fisher Scientific,"Bengaluru, Karnataka",Work with business users to understand and document their business processes and requirements. Ability to clearly understand business requirements and convert…,
Senior Data Analyst - Einstein Developer,Enquero Inc,"Hyderabad, Telangana","WE ARE ENQUERO - DIGITALLY TRANSFORMING businesses since 2014! We are the Gen-Next technology solution provider, solving complex business problems.",
CIEL/SEL/16602: Senior Business Systems Analyst (SAP Commissions),CIEL HR Services,"Hyderabad, Telangana","Strong business analysis, communication and problem solving skills, with relevant certifications (Certified Commissions, ICM). Yext is seeking a talented.",
Mulesoft Developer,Alcon,"Bengaluru, Karnataka",Requires awareness of the workings of the business beyond own team and some familiarity with the external environment as it affects own part of the organization…,
Workday Jobs in Chennai,ICS Consultancy Services,"Chennai, Tamil Nadu",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
UCRM CORE Dev Pune 3,Barclays,"Pune, Maharashtra","Responsible for creating technology solutions to meet business requirements, in line with Cluster and Group IT Strategies and Architectures.",
Assistant Manager - Expense allocations,State Street,"Bengaluru, Karnataka","Serves as a subject matter expert on expense allocation related to the Global Services business area and provides guidance, training and oversight to less…",
Data Architect - Analytics,Autodesk,"Bengaluru, Karnataka",Translate deeply technical designs into business appropriate representations as well as analyze business needs and requirements ensuring implementation of data…,
Quality Assurance Analyst,Solunus,"Hyderabad, Telangana","Solunus, a North-American based Salesforce Partner, prepares businesses for their next-generation customers. Position: Quality Assurance Analyst – Full Time – 2…",
Job Opening for Workday Core HCM,ICS Consultancy Services,"Mumbai, Maharashtra",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
Data & Analytics Product Owner,Autodesk,"Bengaluru, Karnataka",You will have a critical role working with our stakeholders to capture requirements from the business on insights needed to make decisions.,
Sr. Executive – Business Development,Trigent Software Limited,"Bengaluru, Karnataka",We have a immediate openings for Senior executive- Business development. Build and Manage prospect lists for lead generation.,
Senior Onboarding Specialist - North America,freshworks,"Chennai, Tamil Nadu","Capable of working on a cross-functional team to solve business & tech problems. Preferable - Knowledge of SaaS business model, SaaS technologies, and related…",
Project Manager,TRooTech Business Solutions,"Ahmedabad, Gujarat",Having a sense of humor.,
ANALYST DIGITAL PLATFORMS & OPS II,TE Connectivity,"Bengaluru, Karnataka",Ability to influence internal business partners with whom no direct reporting relationship exists. Collaborate with relevant business unit marketing team…,
SRE Lead Analyst,Citi,"Chennai, Tamil Nadu","As an SRE, you'll be responsible for the performance, reliability and resiliency and you'll also mentor other engineers on the best practices of building robust…",
TECHNICAL LEAD MARKETING CLOUD JOB,C P Careers Private Limited,"Chennai, Tamil Nadu",Experience in investigating cross-functional business processes and envision the possibility of new or optimized business needs.,"₹12,00,000 - ₹22,00,000 a year"
IT Salesforce Functional Analyst,Micron Semiconductor Asia Operations Pte. Ltd,"Hyderabad, Telangana",Have hands-on experience in solving production issues raised by business. 5 to 8 years' of diversified experience as an Salesforce functional analyst.,
Account Director Enterprise - FINS,Salesforce,"Mumbai, Maharashtra",At Salesforce we believe that the business of business is to improve the state of our world. Engage with prospect organizations to position Salesforce solutions…,
Senior Analyst (Salesforce),GLOBALFOUNDRIES,"Bengaluru, Karnataka",Able to interact with business stakeholders and help translate business requirements into technical and design solution. Job Description for SFDC Consultant.,
Systems Specialist,Salesforce,"Hyderabad, Telangana","At Salesforce we believe that the business of business is to improve the state of our world. Participate in product and feature design with developers,…",
BC US Pune Dev 3,Barclays,"Pune, Maharashtra",Responsible for creating design deliverables that meet our business requirements and in line with Barclaycard Payment Solutions Strategies and Architectures.,
Sr. CONTINUOUS IMPROVEMENT ANALYST,TE Connectivity,"Bengaluru, Karnataka",Building and managing smarter solutions including predictive models using existing tools for better managing business processes.  Experience in CRM tools.,
Account Executive- FINS,Salesforce,"Mumbai, Maharashtra",At Salesforce we believe that the business of business is to improve the state of our world. Engage with prospect organizations to position Salesforce solutions…,
RSA -Senior Advisor Product Management,RSA,"Bengaluru, Karnataka","RSA solutions are designed to eﬀectively detect and respond to advanced attacks; manage user access control; and reduce business risk, fraud and cybercrime.",
Full Stack Developer,CloudThat Technologies Pvt. Ltd.,"Bengaluru, Karnataka","Work with data scientists and analysts to improve software. Founded by Bhavesh Goswami, an ex-Amazonian who was part of the AWS product development team, he…",
Immediate jobs in Workday Core HCM,ICS Consultancy Services,"Chennai, Tamil Nadu",": Role : Application Developer Role Description : Design, build and configure applications to meet business process and application requirements.","₹10,00,000 - ₹25,00,000 a year"
Marketing Operations Manager,skilora,Remote,"Develop a solid understanding of marketing and sales department-specific business processes and customer success. TELECOMMUTE LOCATION: Remote, United States.",
QA Engineer,ARi,"Chennai, Tamil Nadu","Education - Bachelor's in engineering. Ability to work with Project Managers, Business Analysts, Development teams , Business teams during requirement gathering…",
Senior Salesforce Developer,Tech Cloud Solutions,"Kolkata, West Bengal",Analyze and identify gaps in functional/business requirement and should be able to effectively communicate with both Business and Functional analysts on the…,
Manager - Inside Sales & Business Development,Ultria,"Mumbai, Maharashtra",Demonstrate an understanding of customer's critical business issues and propose Verdantis’ solutions that help clients meet their business objectives.,
SFDC Developer/Consultant,Gaian Solutions,"Hyderabad, Telangana","The GAIAN business model has evolved along the course of its corporate journey. Gaian is all about our people, our values and our way of doing things…",
Salesforce Developer salary 10lakhs experience 3years bangalore,Angel & Genie,"Bengaluru, Karnataka",Functional user stories/business requirements. O 3 plus salesforce certifications including Administrator and Platform developer.,"₹10,00,000 a year"
Integration Engineer II,Infoblox Technical Support And Software Developmen...,"Bengaluru, Karnataka","In this role, you will be working with architects, business analysts, and business users to understand the requirements and translate business requirements into…",
Technical architect,Kone AB,"Chennai, Tamil Nadu","Basic business process modeling skills. Experience in translating business requirements into functional and non-functional design, e.g. in a role as…",
Engineer III,RealPage,"Hyderabad, Telangana",Demonstrated experience identifying business problems as well as the creation of business and system requirements to develop the technical solutions.,
Technical architect,Kone,"Chennai, Tamil Nadu","Basic business process modeling skills. Experience in translating business requirements into functional and non-functional design, e.g. in a role as…",
Senior Data Analyst,skilora,Remote,"Live our data philosophy, which focuses on ethical decision making, being aware of how biased data (and assumptions) can affect results (and people), and being…",
"Lead Developer, Robotic Process Automation",Autodesk,"Bengaluru, Karnataka",Ability to work closely with business users and translating user requirements into solution design. The Robotic Process Automation Software Developer will be…,
Vlocity Technical Architect,Prodapt SA,"Chennai, Tamil Nadu","Effective in working with customers, including business executives, business analysts, and IT development staff. You will provide guidance on application and.",
Lead - Onboarding Specialist (Digital Adoption),Freshworks,"Chennai, Tamil Nadu","Capable of working on a cross-functional team to solve business & tech problems. Knowledge of SaaS business model, SaaS technologies, and related applications.",
Data Scientist II,skilora,Remote,This position works closely with their manager to prioritize tasks that are important to supporting our product and business units.,
Enterprise Sales Support Representative,skilora,Remote,"We offer individual and small business domains and integration with various popular platforms (Hover/Ascio). Our growth has been incredible, smart and measured …",
Data Pipeline Engineer,Palo Alto Networks,"Bengaluru, Karnataka",Enable users to access enterprise wide data definitions and business glossary using REST API services. You will also have opportunity to work closely with our…,
Sr. UX Designer,Avalara,"Pune, Maharashtra","Experience working for leading SaaS companies with a diverse customer base spanning small business owners, SMB, and enterprise.",
Middle Automation QA Engineer IRC109091,GlobalLogic,"Bengaluru, Karnataka",Experience with financial and business analysis. Education or solid understanding of sales and business development areas. Expert written and spoken English.,
Salesforce developer,Rubrik Job Board,India,"Collaboration with subject matter experts, business analysts, and developers to build ""best in class"" solutions. Extensive knowledge of Salesforce Sales Clouds.",
Job opening For MNC,DynPro India Private Limited,"Delhi, Delhi",Interpret business requirements and determine optimum BI solutions to meet needs while ensuring compliance. Act as a Tableau SME for multiple groups and assist…,
Oracle CPQ Analyst,Thermo Fisher Scientific,"Bengaluru, Karnataka",Work with business users to understand and document their business processes and requirements. Ability to clearly implement solutions based on the provided…,
Salesforce Solution Architect,skilora,"Hyderabad, Telangana","Contribute to analyst citations - surveys, citations development, presentations. Translate business requirements into well-architected solutions that best…",
Consultant – Inside Sales (French),Icertis,"Pune, Maharashtra","Bachelor’s degree or equivalent experience with a keen business sense is required. The AI-powered, analyst-validated Icertis Contract Intelligence (ICI)…",
IT Support Specialist,"Rimini Street, Inc.","Hyderabad, Telangana","The company is widely recognized by clients, leading industry analysts (including Gartner, Forrester, Constellation Research and Nucleus), and financial…",
Senior Salesforce Developer,itForte,"Hyderabad, Telangana","Work with development teams, product managers, business analysts, and end users to define specifications and requirements for the Salesforce application.",
We are one-of-a-kind fuel to your passion,TRooTech Business Solutions,"Ahmedabad, Gujarat",× Applying For Job First Name * Last Name * Current City * Contact Number * Email * Position Applying For * Select Position Applying For Python Developer Sr.…,
Senior Test Analyst (SFDC),Micro Focus,"Bengaluru, Karnataka",Apply business and functional knowledge to meet the teams ‘overall test objectives. Provides stakeholders with a trustworthy expert in Salesforce who will take…,
Software Engineer - Clearing House (SunSystems),AT&T,"Bengaluru, Karnataka",Collaborate with clients and business analysts to define product requirements for complex systems. The new AT&T advertising technology business is on a unique…,
