JobTitle,Company,Location,Summary,Salary
Technical Support Engineer,Previstar PVT LTD,"Bengaluru, Karnataka","We are seeking a well-organized multi-tasker, with strong communication skills and computer literacy responsible for analyzing client needs and applying…",
Associate Engineer,CloudSense,"Chennai, Tamil Nadu","As an Associate Engineer, the candidate will work with product managers, architects and other developers to analyse requirements, document designs, and build…",
Associate Customer Solutions Program Manager,Salesforce,"Hyderabad, Telangana",Drives accountability from Success Hub managers to ensure highest operational standards are being maintained. Mentoring co‐workers in these areas will be a part…,
Business Development Manager Sports and Health (India),Kinduct Technologies,"Bengaluru, Karnataka",Business Development Manager Sports & Health (India). Do you get thrilled by developing new business and creating and closing new sales opportunities?,
"Regional Director, India/SAARC",Sumo Logic,"Bengaluru, Karnataka",We are looking for a highly motivated and successful Country Manager for our India Operation to provide expert sales leadership and sales operations support to…,
Senior Salesforce Development Engineer,Microchip Technology,Karnataka,"Candidate must be able to communicate effectively with internal business customers, co-workers, manager and development team (on-shore and off-shore).",
"ES Tech, Salesforce QA Engineer",ADCI - Karnataka,"Hyderabad, Telangana",4+ year of experience working as a Quality Assurance Engineer. BS/BE in Computer Science or equivalent combination of technical education and work experience of…,
Business Development Manager (BDE-01),ShopSocially,"Pune, Maharashtra","Business Development Manager – Night Shift (BDE-01). Pune, India | Experience level: 1-5 years. Are you great with cold-calling prospects on the phone?",
Pre-Sales Manager,Newscape Consulting,"Bavdhan, Pune, Maharashtra","Sales personnel is a critical point of contact between potential customers and Company and its business, so we want to make sure that we hire a great one.",
Field Marketing Manager,Denodo Technologies,"Mumbai, Maharashtra","Denodo is the leader in data virtualization – providing unmatched performance, unified access to the broadest range of enterprise, Big Data, cloud and…",
Account Manager,Cargotec,"Chennai, Tamil Nadu",Navis is seeking a commercially savvy Account Manager for the Asia region to develop and manage client relationships as well as to expand Navis’ commercial…,
Systems Engineer - Silver Peak SD WAN,Hewlett Packard Enterprise,"Gurgaon, Haryana","You will work with a regional account manager to develop new business, working directly with customers and partners. Aruba and Silver Peak have joined forces!",
Salesforce DevOps,Kanini Software Solutions,"Chennai, Tamil Nadu",Recommend DevOps tools and strategies for a Salesforce implementation that spans across multiple (independent/interdependent) teams and projects.,
"Senior Manager, Services Program/Project Management",Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Senior Partnerships Manager,skilora,Remote,"Quit Genius, the world’s first digital clinic for multiple addictions, is looking for an experienced and growth-oriented Senior Partnerships Manager.",
Business Systems Analyst,Akamai,"Bengaluru, Karnataka","Engaging with developers, architects, managers, QA and stakeholders to ensure timely delivery of high-quality solutions that meet business requirements.",
Senior Support Consultant,Baseware,"Chandigarh, Chandigarh",Accuracy and timeliness of case information in salesforce across owned cases. The Customer Services organization includes the Professional Services and Customer…,
Project Manager,skilora,Remote,"Levvel is a fast growing consulting firm headquartered in Charlotte, NC with offices in Raleigh, Atlanta, Phoenix, and Monterrey, Mexico.",
Salesforce Solution Architect,Danfoss,"Oragadam, Chennai, Tamil Nadu","Oragadam, IN Grodzisk Mazowiecki, PL. Danfoss is looking for a Salesforce Solution Architect to join us at our Danfoss location in India.",
Renewal Sales Manager with leading Company,Acme Services,"Mumbai, Maharashtra","Exposure in Budgeting, Renewals, Salesforce, Inside Sales From Cloud , SAAS Product Industry preference: Hardware, Networking, Security Industry Location :…",
Consultant,Virtusa,"Bengaluru, Karnataka","Collaborate with solution architects, product managers, product owners, business owners and their proxies to define user stories and detailed acceptance…",
Senior Program Manager - India,BMC Software,"Pune, Maharashtra","From core to cloud to edge, BMC delivers the software and services that enable over 10,000 global customers, including 84% of the Forbes Global 100, to thrive…",
Customer Success Manager,PathFactory,Remote,You will be a combination of product and use case evangelist and project manager. PathFactory helps B2B marketers understand the role of content in the buyer’s…,
Software Engineer - Performance Foundation,Salesforce,"Bengaluru, Karnataka","You will interact with almost all of our engineering organizations, product managers and customers to succeed in engineering. What you’ll be doing….",
Manager - Partner and Channel Sales,AutoRABIT Holding Inc.,"Hyderabad, Telangana","AutoRABIT is the leader in DevOps (which is evolving into DevSecOps) and CI/CD for SaaS platforms such as Salesforce. The company is in San Ramon, CA location.",
Client Success Manager - US Shift,Vantage Circle,"Guwahati, Assam","Are you an energetic, motivated, and articulate team player who is passionate about Client Success and Customer Experience? Prepare reports on account status.",
Salesforce |CRM/CPQ - Configuration Engineer,CommerceCX,"Hyderabad, Telangana","Collaborate with developers, product managers, subject matter experts, and users to communicate the proposed solution vision and analyze tradeoffs between…",
Assistant Manager - Expense allocations,State Street,"Bengaluru, Karnataka","Driven by the Beacon initiatives, functionalization of the corporate functions and re-alignment of the Finance Operating Model, State Street has established the…",
Service Logistic Inventory specialist,Cohesity,"Bengaluru, Karnataka",Cohesity Bringing Google-Like Simplicity to Data Management: One Platform. Cohesity eliminates mass data fragmentation with one web-scale data management…,
Database Marketing Manager,Gartner,"Mumbai, Maharashtra","What makes Gartner Conferences a GREAT fit for you? When you join Gartner, you'll be a part of a team that serves thousands of business and technology leaders…",
Master Data Management Analyst,Hitachi Vantara Corporation,"Pune, Maharashtra","Hitachi Vantara, a wholly-owned subsidiary of Hitachi, Ltd., guides our customers from what's now to what's next by solving their digital challenges.",
Sales Operations Manager,Replicon,"Bengaluru, Karnataka","Replicon is currently looking for a Sales Operations Manager or its Global Sales Operations function. Reporting to the Director of Sales Operations, the…",
Manager Of Customer Success,skilora,Remote,"Olo powers digital ordering and delivery programs that connect restaurant brands to the on-demand world, placing orders directly into the restaurant through all…",
Software Developer,Institutional Shareholder Services,"Mumbai, Maharashtra","Our clients include over 1,000 of the most prominent names in the asset management industry, including 83 of the world's 100 largest fund managers.",
Lead UX Researcher,ServiceNow,"Hyderabad, Telangana","Collaborate with key stakeholders including designers, other researchers, and product managers to identify objectives, goals, timelines and research execution…",
"QUALITY ASSURANCE LEAD, OMS & SFCC",Ralph Lauren,"Bengaluru, Karnataka","As an Quality Assurance Lead, this role will be responsible for testing Ralph Lauren websites in North America, Europe and APAC, IBM Sterling Order Management…",
CIEL/SEL/15676: Engineering Manager - Salesforce,CIEL HR Services,"Bengaluru, Karnataka","As an engineering manager, you will draw on your skills and experience to assess requirements and architecture in order to design & develop secure, high…",
Senior Advisor Business Intelligence,Dell Technologies,"Bengaluru, Karnataka",Dell Technologies is driven by data. Our business is built on the understanding that data creates value and drives progress. Flexible to work in APJ time zone.,
Sales Professional,H.B. Fuller,"Satara, Maharashtra",Fuller embrace a shared set of beliefs and competencies that direct the way we operate and express our fundamental principals about how we will achieve success.,
Marketing Database Specialist,Seven Lakes Technologies,India,"Work with web manager to manage data integration between on and offline software programs. As a Database Marketing Specialist at our company, you will be…",
Digital Marketing Manager,Cloud Certitude PVT LTD,"Gurgaon, Haryana","Experience in IT domain is must, salesforce domain experience would be an add on advantage. Set digital marketing strategies using all necessary tools (e.g.…",
Regional Sales Manager,NETSCOUT,India,The Account Manager (AM) is aligned to our sales regions and is a direct quota carrying role which focuses on our named account segment focusing on net new…,
Technical Support Representative,skilora,Remote,"ModSquad has a network of 10,000+ moderators, customer support agents, community managers and social media managers in 70 countries and four operation centers…",
Senior Engineering Manager,Salesforce,"Bengaluru, Karnataka","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Enterprise Consultant,MightyHive,"Mumbai, Maharashtra",MightyHive is a new breed of media consultancy that partners with global brands and agencies seeking transformative marketing results in a time of massive…,
Enterprise Technical Analyst/Lead,Arlo,India,"Design and develop new integrations between Salesforce Commerce Cloud, in-house applications and third party digital, payment, and order management systems.",
"Principal Product Manager, Analytics Apps for HCM",Oracle,"Bengaluru, Karnataka","Principal Product Manager, Analytics Apps for HCM-2100058W. Applicants are required to read, write, and speak the following languages: English.",
Marketing Cloud - Salesforce Developer - Associate 2 - Bangalore,PwC,"Bengaluru, Karnataka","Experience designing and implementing technology-enabled business solutions in client-facing and team leadership roles (e.g. technical lead, functional lead,…",
Customer Success Manager,Bluecore,"Noida, Uttar Pradesh","Bluecore is a retail marketing technology company that is reimagining the way retailers communicate with shoppers. Good knowledge of Excel, Google Suite.",
Salesforce commerce cloud Developer,Tekeinstein Software Solution,"Chennai, Tamil Nadu",Graduate in IT / Computer Science. 8 Plus years of experience in Salesforce commerce cloud/Demandware. Collaborate with product management and operations to…,"₹4,74,521 - ₹15,02,978 a year"
Renewal Sales Representative (AMS),Pulse Secure,"Bengaluru, Karnataka","Job Summary: As a Renewal Sales Representative, you will be a strong driver of maintenance revenues for all Support Maintenance contracts within an assigned…",
Specialist - Analytics,Fidelity International,"Gurgaon, Haryana","Operating in more than 25 locations and with $611.4 billion in total assets, our clients range from central banks, sovereign wealth funds, large corporates,…",
Salesforce Developer,Infoblox,"Bengaluru, Karnataka","Infoblox is seeking a Salesforce Developer to join our IT Applications team in Bangalore, India. This is a critical role in supporting the Salesforce…",
Equality Talent Partner,Salesforce,"Hyderabad, Telangana",Providing guidance and support to hiring managers and recruiting team members. Success in this role will be measured by your ability to consistently: deliver…,
Document Controller,Ontrack HR Services,"Chennai, Tamil Nadu",Key responsibilities of this position include (other responsibilities may be assigned): *. Reviewing the Documentation requirements requested by customer in the…,"₹5,00,000 - ₹7,00,000 a year"
Technical Sales Specialist - Pharma Analytics,Thermo Fisher Scientific,"Mumbai, Maharashtra","Job Title: Technical Sales Specialist – Pharma Analytics, India. The Technical Sales Specialist (TSS) for Pharma Analytics is a role within the sales…",
Marketing Executive (1 year contract),The Economist Newspaper Limited,"Gurgaon, Haryana","The Economist Group is the leading source of analysis on international business and world affairs. We deliver our information through a range of formats, from…",
Salesforce Senior Developer,Barclays,"Pune, Maharashtra","Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility then please discuss…",
Application Support Engineer 4 - Salesforce,MINDBODY,"Pune, Maharashtra",You will receive training and guidance from manager as needed. Connecting the world to wellness. MINDBODY emerged from the simple idea that small business…,
Finance Systems Team Lead,YouGov,"Mumbai, Maharashtra",YouGov is an international research and data analytics group. Our mission is to supply a continuous stream of accurate data and insight into what the world…,
L3 Support Engineer,PTC,"Pune, Maharashtra","Skilled communicator within a worldwide team of engineers, developers and managers. The Field System Dev ops team within the PTC IT GBS Organization, is…",
Account Manager - EN,ADCI - Tamil Nadu,"Chennai, Tamil Nadu",Bachelor’s or Post graduate Degree (MBA) degree in Digital Marketing or related streams. Proven work experience of 4-6 years in sales / marketing efforts …,
Manager - Sales - US Shift,C P Careers Private Limited,"Bengaluru, Karnataka","Scope: Exceed targets for New Sales, Referrals or Renewals, in an individual contributor role. Work Location: Remote online work until offices reopen, candidate…","₹6,00,000 - ₹9,00,000 a year"
Structural Engineering For Freshers,Foreman - Structural Steel Mechanical,"Hyderabad, Telangana",Published on : 7 days ago. Call & Whatsapp HR Sumit Sir +91-9520573772. Registration as a Professional Engineer (P. Eng.) by a provincial or territorial…,"₹18,000 - ₹25,000 a month"
Architect - Technology,Cognizant,"Pune, Maharashtra",Understand trends in client requirements and identify opportunities to enhance CTS capabilities across different functional areas (technology / infrastructure).,
Campaign Operations Specialist,Infoblox,"Bengaluru, Karnataka",Collaborate closely with Field Marketing and Global Demand Generation managers to understand campaign requirements and objectives.,
IND(Chennai)-BOB - SALES MANAGER,ADP,"Gurgaon, Haryana",BASIC FUNCTION: The primary responsibility of the role will be to develop and manage relationships with the key stakeholders in order to drive sales across the…,
Salesforce with Lightning,Jeevan Technologies,"Chennai, Tamil Nadu",We are looking for a release manager + administrator/beginner lever developer. We would like to have a resource who has worked on multiple projects as a release…,
Software Engineer 2,IQVIA,"Bengaluru, Karnataka",". Participate in project team meetings and communicate effectively with peers, project managers, quality control, and across other technology team boundaries,…",
Account Manager,ASSPL - Karnataka,"Bengaluru, Karnataka","Amazon is seeking a dynamic, innovative, and results-oriented account manager for a new business in India. Proven track record of problem solving and delivering…",
Urgently looking For Manager,Ample,"Bengaluru, Karnataka","Knowledge of CRM salesforce, sugar etc. is desirable. Corporate Marketing : (B2B) Should ideally have worked in IT / ITES / Hardware ( marketed Apple, Dell, IBM…",
IT Business Development Executive & Manager,2Hats Logic Solutions,"Kochi, Kerala","Identifying, qualifying, and securing business opportunities;coordinating business generation activities; developing customized targeted sales strategies.",
Lead- Customer Success,BrowserStack,"Mumbai, Maharashtra","What do Microsoft, The Gap, Royal Bank of Scotland, Lockheed Martin, and top Open Source projects like JQuery have in common?",
Sales Executive / Manager,CEPTES Software Pvt,"Bengaluru, Karnataka","Minimum 3 to 5 years of experience in CRM / ERP / Software sales, like Salesforce, MS Dynamics(D365), Oracle, SAP, Zoho, Lead square.",
Business Development Manager,Surmanja Infotech,"Jaipur, Rajasthan",If you simply enjoy selling and believe you’re an entrepreneur in selling- be a business development manager. We're looking for a rock star inside sales manager…,
Head of Global Tech Support,Klevu Oy,"Bengaluru, Karnataka","Liaise with cross functional teams including but not limited to sales support, account managers, customer success and sales team.",
Manager - Sales - Day Shift,Raising Global Solutions,"Hyderabad, Telangana","Scope: Exceed targets for New Sales, Referrals or Renewals, in an individual contributor role. Work Location: Remote online work until offices reopen, candidate…",
Remote Support (Global Call Center):(Product support REp),LUXENDO GmbH,"Bengaluru, Karnataka","Perform other tasks as assigned by manager. As one of the world’s leading analytical instrumentation companies, Bruker covers a broad spectrum of advanced…",
Mulesoft,CIGNEX Datamatics,"Ahmedabad, Gujarat",Overall 5+ yrs of experience wth 3 years of experience working with the Salesforce Mulesoft ESB platform as a Developer. Must have Mule 4 Runtime experience.,
Assistant Manager - Digital QA,Genpact,"Noida, Uttar Pradesh","Assistant Manager - Digital QA-COR016577. With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s…",
Platform Relationship Manager,KRDS,"Chennai, Tamil Nadu","In charge of relationship and new business from platform channels like Salesforce, Adobe, Sitecore, Google, and Facebook.",
Recruitment Specialist,Silverline India,"Bengaluru, Karnataka",Communicate effectively with the hiring manager and interview team to ensure preparedness during the interview process. Come be a part of our team!,
Senior Sales Analyst,Ocrolus,"Gurgaon, Haryana",Understanding of sales processes; able to evaluate both quantitative inputs from data as well as qualitative inputs from reps and manager.,
"Analyst, Operations Analytics",Numerator,"Vadodara, Gujarat","Working with managers and employees to implement changes. The ideal candidate is somebody who is very organized, has strong communication skills, and works with…",
Business Development Manager for software,corporate1,"Ahmedabad, Gujarat",Hiring for Ahmedabad based IT company that is primarily working on Fortune 500 client projects. The position is based in Ahmedabad.,"₹8,00,000 a year"
nCino Application Developer,Accenture,"Pune, Maharashtra","About Accenture: Accenture is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive,…",
Test Manager (SFDC / Netsuite),Micro focus Software Solutions India Private Limit...,"Bengaluru, Karnataka",15+ years of work experience as QA manager/Test Manager/Project Management. Job Title: Test Manager (SFDC / Netsuite). That's high tech without the drama.,
Digital Adoption Manager- Software Solutions,Synopsys India Private Limited,"Bokaro Steel City, Jharkhand","Synopsys, Software Integrity Group, is named a leader for 2020 in the Gartner Magic Quadrant for Application Security Testing (AST), in recognition of our…",
"Manager, Account Management (People Manager role) - Bengaluru, India",Teikametrics,"Bengaluru, Karnataka","Teikametrics empowers enterprises and third-party sellers with the data, insights, and tools to build successful brands.",
Salesforce Platform Developer,Micro Focus,"Bengaluru, Karnataka","Communicate with project managers, clients and other developers to design cohesive project strategies and ensure effective collaboration throughout all phases…",
AVP/Regional Manager Sales (CRM Practice),Ambit Software,"Pune, Maharashtra","Key Skills : Selling CRM (Salesforce.com/MS Dynamics/SugarCRM/HubSpot/etc.) solutions, International market experience. Education: BE/ ME/ MCA/ MSc/BCA/B.sc.",
Staff Software Engineer - Service Automation,bp,"Pune, Maharashtra",Bp is transforming and at our Digital Hub in Pune we are growing the digital expertise and solutions needed to advance the global energy transition.,
Business Solutions Analyst,Adobe,"Bengaluru, Karnataka","This is a critical partnership role, working closely with project managers to develop project plans, stakeholders to manage expectations, Solution Architects…",
Salesforce Solution Architect,Prodapt SA,"Bengaluru, Karnataka","Lead in designing, specifying and implementing customer specific Salesforce solution, considering functionality, data, security, integration, infrastructure and…",
Senior GSI Account Executive/ Global account Manager (TWITCH),Rubrik Job Board,"Bengaluru, Karnataka",Senior GSI Account Executive / Global Account Manager (TWITCH). Rubrik has partnered with the World’s leading Global Systems Integrators to develop successful…,
Senior GSI Account Executive/ Global account Manager (TWITCH),Rubrik Job Board,"Bengaluru, Karnataka",Senior GSI Account Executive / Global Account Manager (TWITCH). Rubrik has partnered with the World’s leading Global Systems Integrators to develop successful…,
Lead Software Developer,Hansen Technologies,"Pune, Maharashtra","Be part of a global team. Be valued and have your contribution make a difference. With over 40 years of experience, Hansen Technologies is a leading global…",
"Associate, Development (Fundraising)",TeachForIndia,"Mumbai, Maharashtra","Support the cities to achieve their goals, be the learning and resource partner for the cities, in collaboration with the manager.",
IT Support Engineer,ELEMENTS Global Services,"Delhi, Delhi","We, Elements Global Services who was recently listed on the Financial Times as the 4th Fastest Growing Company in Europe, is expanding our business lines.",
Service Enablement Team Lead,Zscaler,"Chandigarh, Chandigarh","For over 10 years, Zscaler has been disrupting and transforming the security industry. Our 100% purpose-built cloud platform delivers the entire gateway…",
Business Engagement Manager,Stratacache- APAC,"Bengaluru, Karnataka",Based in the India Head office you will be primarily tasked with developing and diversifying business to accelerate revenue and the growth of the organisation.,
Account Service Representative,Morneau Shepell,"Gurgaon, Haryana","At Morneau Shepell, we offer more than career opportunities, we provide career opportunities to make meaningful contributions to people’s lives.",
Technical Consultant- UCCX/UCCE,Consilium Software Inc.,"New Delhi, Delhi","Minimum 5 years total systems engineering experience (10 years for manager) on Cisco UCCE/PCCE/HCS platform. Technical Consultant, Cisco Solutions (TC-CS).",
Engagement Specialist,Infoblox,"Thiruvananthapuram, Kerala","Infoblox Professional Services is seeking an Engagement Specialist to join our team in Trivandrum. As a member of the Professional Services team, you will focus…",
"Team Lead, Product Manager - B2B Application Integration","TraceLink, Inc.","Pune, Maharashtra","The Team Lead, Product Manager, B2B Application Integration will be responsible for Business-to-Business (B2B) integration development for the TraceLink Life…",
Finance Manager,skilora,Remote,"At Nearpod, we believe teaching is the most important job in the world. Every day, we reach students through our learning platforms on Nearpod.com and…",
Senior Product Manager,Fanatics Inc.,"Hyderabad, Telangana",Fanatics is the global leader in licensed sports merchandise and changing the way fans purchase their favorite team apparel and jerseys.,
Sales Manager,Shree Ji Placement Services Private Limited,"Delhi, Delhi","Scope: Exceed targets for New Sales, Referrals or Renewals, in an individual contributor role. Work Location: Remote online work until offices reopen, candidate…",
Sales Development Representative (Outbound),Media 7,"Viman Nagar, Pune, Maharashtra",The role requires a result oriented Sales development representative with a strong experience in executing targeted sales strategies to drive revenue growth by…,
Global Markets Client & Business Strategy Team Associate – Fixed Income,"Jefferies & Company, Inc.","Mumbai, Maharashtra","Proficiency with Macros/VBA and experience with BI Tools (i.e. qlik, salesforce Einstein, etc.) will be an added advantage. Primary Location: IN-IN-Mumbai.",
Business Development Executive,Flowgain Engineering PVt LTd,"Okhla Industrial Estate, Delhi","· Proven working experience as a business development manager, sales executive or a relevant role. We are looking for a Business Development executive for our…","₹20,000 - ₹40,000 a month"
Executive - Email Automation,FarEye,"Noida, Uttar Pradesh",Collaborate with marketing managers globally to understand their marketing program objectives and define data segments.,
Functional Consultant:,Xarlesys,"Gurgaon, Haryana","Based on the size of the project, this candidate may also play project manager role. Functional Consultant will participate extensively with customers in…",
Business Development Manager,HR Devi and Associates,"Mumbai, Maharashtra","Proven working experience as a business development manager, sales executive or a relevant role• Proven sales track record• Experience in customer support is a…","₹2,00,000 - ₹3,00,000 a year"
Photo Editor-Order Processor Contractors,skilora,Remote,"Be available to their manager, co-workers and customers during the employee's assigned work schedule via telephone, email, and online messenger.",
Genesys & Aspect Contact Center,Oloop Technology Solutions Private Limited,"Pune, Maharashtra",Genesys & Aspect Contact Center - Development. Genesys & Aspect Contact Center - Development - (B1 Grade). Genesys & Aspect Contact Center - Development.,
Regional Vice President - Sales,Salesforce,"Mumbai, Maharashtra",Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Excellent Business Management and Sales Skills.,
Salesforce Developer/Lead/Architect/Project Manager,Commfinity Technologies (Opc) Private Limited,"Bengaluru, Karnataka",Please send your resume to careers@commfinitytech.com.,
Digital Marketing Manager,Solunus,"Hyderabad, Telangana","Acts as the campaign manager for all the marketing campaigns – Klenty (Email campaigns) and Social media Campaigns. (Google Ad Words, LinkedIn, Twitter).",
Marketing Specialist (Marketo/HTML/CSS),Blue Yonder,"Hyderabad, Telangana","Working closely with graphic designers, developers, and project managers this role will implement all programmatic and operational initiatives through Marketo.",
Salesforce / Salesforce Developer/ Salesforce SFDC / salesforce Lightining,Intellexe Management Consultants,"Bengaluru, Karnataka",Please Note: Pls reply all your e.mails only to e.mail id - hr@intellexe.in. Thanks for been associated with us. Determine all hidden use cases.,
Manager - Sales Development,Wingify Software Pvt. Ltd.,India,"Proven track record of success as an SDR manager. 2+ years in Software sales as an IC & manager; experience managing a Sales Development team in a fast-paced,…",
"Director, Product Management",Salesforce,"Bengaluru, Karnataka","Product managers play a critical role in creating alignment between engineering teams and stakeholders. Leadership - proven ability to set a vision, excite and…",
Service Coordinator,Cepheid,"Gurgaon, Haryana",Continuously meet or exceed standard performance goals as established by manager. The Service Coordinator is responsible for handling all service-related…,
Assistant Manager - Client Profitability,State Street,"Bengaluru, Karnataka","Driven by the Beacon initiatives, functionalization of the corporate functions and re-alignment of the Finance Operating Model, State Street has established the…",
Software Engineer - Performance Foundation,Salesforce,"Bengaluru, Karnataka","You will interact with almost all of our engineering organizations, product managers and customers to succeed in engineering. What you’ll be doing….",
Digital Data & Identity - Business Process Architect,Colgate-Palmolive,"Mumbai, Maharashtra",Relocation Assistance Offered Within Country. Do you want to come to work with a smile and leave with one as well? Document knowledge and share best practices.,
Senior Product Manager - APM,Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Scrum Functional Manager,ANI Calls India Private Limited,"Bengaluru, Karnataka","Experience with enterprise tools, such as Customer Relationship Management (Salesforce preferred), HCM, ERP, and other COTS solutions.","₹8,00,000 - ₹14,00,000 a year"
IT Delivery Manager – Digital Marketing,Upfield,"Bengaluru, Karnataka","Role: IT Delivery Manager – Digital Marketing. At Upfield our purpose is clear: we make people healthier and happier with nutritious and delicious, natural,…",
Sr Software Developer,BirlaSoft,"Hinjawadi, Pune, Maharashtra",1+ years of experience in building salesforce application on lightning framework involving complex custom lightning components.,
Integrations Program Manager,ADCI HYD 13 SEZ,"Hyderabad, Telangana",5+ years’ experience in program management supporting large Tech organizations. 5+ years’ experience working cross functionally with tech and non-tech teams.,
Solution Architect – Salesforce,JK Technosoft,"Bengaluru, Karnataka",Must have Certified – System Architect / Application Architect / Technical Architect / Enterprise Architect. The Salesforce Solution Architect will become part…,
Sales Manager - Emerging Finserv (FINS) Business (India),Salesforce,"Mumbai, Maharashtra","A sales manager with a proven, successful background in sales of 15+ years, ideally sales management for of 3 to 5 years in the SaaS domain, and in building,…",
"Director, Global IP Development",Avtex,"Hyderabad, Telangana",Mentor managers to implement best practices to motivate and organize their teams. The Director Global IP Development is responsible for building Avtex’s Global…,
Program Analyst (Recruitment),Allegis Global Solutions,"Bengaluru, Karnataka","Assist in collection of contractor hours and approval of time by hiring managers. Liaise with managers, vendors and security department to ensure all necessary…",
Business Development Manager,10decoders Consultancy Services Pvt Ltd,"Chennai, Tamil Nadu","Proven working experience as a business development manager, sales executive or a relevant role. Qualification: BSc/BA in business administration, sales, or…","₹3,00,000 - ₹4,00,000 a year"
Consulting Operations Specialist,Traction on Demand,"Jaipur, Rajasthan","As our Consulting Operations Specialist, you will be working with the delivery leaders to help them staff resources on projects. Here’s what we mean by that:",
Senior Program Manager - India,BMC Software,"Pune, Maharashtra","From core to cloud to edge, BMC delivers the software and services that enable over 10,000 global customers, including 84% of the Forbes Global 100, to thrive…",
Customer Success Manager,PathFactory,Remote,You will be a combination of product and use case evangelist and project manager. PathFactory helps B2B marketers understand the role of content in the buyer’s…,
Lead UX Researcher,ServiceNow,"Hyderabad, Telangana","Collaborate with key stakeholders including designers, other researchers, and product managers to identify objectives, goals, timelines and research execution…",
Associate CRM Support,S&P Global,"Ahmedabad, Gujarat",You have the opportunity to work with Commercial & Relationship managers across the globe to provide an exceptional customer experience to S&P Dow Jones Indices…,
Customer Support Representative,Infoblox,"Thiruvananthapuram, Kerala",Infoblox is seeking a Customer Support Representative (OFF ROLE) to join our Support Operations team in Trivandrum. Should be ready to work in night shifts.,
Devops Lead,Traction on Demand,"Jaipur, Rajasthan","As our Dev Ops Lead, you are passionate about solving problems and engineering automated solutions. You’re a lover of detail but still have a handle on the big…",
"Senior Program Manager, Government Relations",skilora,Remote,"At Curriculum Associates, we believe a diverse team leads to diversity in thinking, making our products better for teachers and students.",
Software Engineer (Java),Evolent Health,"Pune, Maharashtra",It’s Time For A Change…. Evolent Health has a bold mission to change the health of the nation by changing the way health care is delivered.,
Data Management Executive Director - DATA TRANSFORMATION INDIA,"JPMorgan Chase Bank, N.A.","Bengaluru, Karnataka","Experienced people manager adapt at working in matrix organization and managing dynamic high performance teams. Fostering a data-driven, innovative culture.",
CX Analyst,WNS India,"Bengaluru, Karnataka",— Ability to build effective relationships with senior managers and other key internal and external stakeholders. Some of the major acquisitions were:,
Director/Senior Manager of Engineering,Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
BD-Executive (5-8 years),SISA,"Bengaluru, Karnataka","Prepare the MIS document on weekly basis and discuss with the manager; collaborating with sales and leadership to secure, retain, and grow accounts.",
Jr Associate - Tableau CSG Operations,Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Sr. CSM,Adobe,"Noida, Uttar Pradesh",Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design…,
Analyst,iSOCRATES,"Mysore, Karnataka","Reports to: Associate Manager, Data Analytics and Reporting. ISOCRATES advises on and manages data-driven, mission-critical MAdTech platforms, technologies and…",
Engineering Manager,Celigo,"Hyderabad, Telangana",Must be technically credible to lead teams of world-class software engineers and technical program managers. We are looking for someone that absolutely loves to…,
Senior Technical Account Manager,New Relic,"Bengaluru, Karnataka","Headhunters and recruitment agencies may not submit resumes/CVs through this website or directly to managers. This role is accountable for the success, maturity…",
Business Developer,RABS Net Solutions,"Mumbai, Maharashtra",Please write back with your CV to and hr@rabsnetsolutions.com. We are looking for a Business Development Representative. Track record of achieving sales quotas.,
Customer Success Specialist,Wolters Kluwer,Delhi,"The International Customer Success specialist plays an invaluable role within the Clinical Effectiveness organisation, working closely with the local sales and…",
Success Activity Guide,Salesforce,"Hyderabad, Telangana","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.",
Regional Sales Manager - Bangalore (Remote),CrowdStrike,Karnataka,"At CrowdStrike we’re on a mission - to stop breaches. Our groundbreaking technology, services delivery, and intelligence gathering together with our innovations…",
Customer Success Engineer,Screen Magic Mobile Media Pvt. Ltd.,"Pune, Maharashtra","Develop relationships and collaborate with developers, product managers, account managers and sales to provide creative solutions and improve customer…",
Lead Member Technical Staff — Digital Delivery,Salesforce,"Hyderabad, Telangana","Experience in salesforce Lightening Web Component (LWC). Work closely with a team of engineers, product managers, user experience experts to build new features…",
Sr. Prof-Implementation,Sutherland,"Hyderabad, Telangana",Sutherland is seeking a strategic-thinking and dynamic person to join us as a “NextGen App Support” Professional. Our most successful candidates will have:,
